日期,年,季,月,日,年度名称,季度名称,年度季度,年季编号,月份名称,英文月份,年度月份,年月编号,年度第几日,星期编号,星期英文,年度第几周,周编号,年周,日期编码,CN节假日判断,CN节假日名称,农历日期,农历年,农历月日
2023-10-24,2023,4,10,24,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,297,星期二,Tuesday,44,W44,2023W44,20231024,否,工作日,二零二三年九月初十 癸卯年 (兔年),二零二三年,九月初十
2023-10-25,2023,4,10,25,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,298,星期三,Wednesday,44,W44,2023W44,20231025,否,工作日,二零二三年九月十一 癸卯年 (兔年),二零二三年,九月十一
2023-10-26,2023,4,10,26,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,299,星期四,Thursday,44,W44,2023W44,20231026,否,工作日,二零二三年九月十二 癸卯年 (兔年),二零二三年,九月十二
2023-10-27,2023,4,10,27,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,300,星期五,Friday,44,W44,2023W44,20231027,否,工作日,二零二三年九月十三 癸卯年 (兔年),二零二三年,九月十三
2023-10-28,2023,4,10,28,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,301,星期六,Saturday,44,W44,2023W44,20231028,是,周末,二零二三年九月十四 癸卯年 (兔年),二零二三年,九月十四
2023-10-29,2023,4,10,29,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,302,星期日,Sunday,44,W44,2023W44,20231029,是,周末,二零二三年九月十五 癸卯年 (兔年),二零二三年,九月十五
2023-10-30,2023,4,10,30,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,303,星期一,Monday,45,W45,2023W45,20231030,否,工作日,二零二三年九月十六 癸卯年 (兔年),二零二三年,九月十六
2023-10-31,2023,4,10,31,Y2023,Q4,Y2023Q4,20234,十月,October,202310,22,304,星期二,Tuesday,45,W45,2023W45,20231031,否,工作日,二零二三年九月十七 癸卯年 (兔年),二零二三年,九月十七
2023-11-01,2023,4,11,1,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,305,星期三,Wednesday,45,W45,2023W45,20231101,否,工作日,二零二三年九月十八 癸卯年 (兔年),二零二三年,九月十八
2023-11-02,2023,4,11,2,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,306,星期四,Thursday,45,W45,2023W45,20231102,否,工作日,二零二三年九月十九 癸卯年 (兔年),二零二三年,九月十九
2023-11-03,2023,4,11,3,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,307,星期五,Friday,45,W45,2023W45,20231103,否,工作日,二零二三年九月二十 癸卯年 (兔年),二零二三年,九月二十
2023-11-04,2023,4,11,4,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,308,星期六,Saturday,45,W45,2023W45,20231104,是,周末,二零二三年九月二十一 癸卯年 (兔年),二零二三年,九月二十一
2023-11-05,2023,4,11,5,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,309,星期日,Sunday,45,W45,2023W45,20231105,是,周末,二零二三年九月二十二 癸卯年 (兔年),二零二三年,九月二十二
2023-11-06,2023,4,11,6,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,310,星期一,Monday,46,W46,2023W46,20231106,否,工作日,二零二三年九月二十三 癸卯年 (兔年),二零二三年,九月二十三
2023-11-07,2023,4,11,7,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,311,星期二,Tuesday,46,W46,2023W46,20231107,否,工作日,二零二三年九月二十四 癸卯年 (兔年),二零二三年,九月二十四
2023-11-08,2023,4,11,8,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,312,星期三,Wednesday,46,W46,2023W46,20231108,否,工作日,二零二三年九月二十五 癸卯年 (兔年),二零二三年,九月二十五
2023-11-09,2023,4,11,9,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,313,星期四,Thursday,46,W46,2023W46,20231109,否,工作日,二零二三年九月二十六 癸卯年 (兔年),二零二三年,九月二十六
2023-11-10,2023,4,11,10,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,314,星期五,Friday,46,W46,2023W46,20231110,否,工作日,二零二三年九月二十七 癸卯年 (兔年),二零二三年,九月二十七
2023-11-11,2023,4,11,11,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,315,星期六,Saturday,46,W46,2023W46,20231111,是,周末,二零二三年九月二十八 癸卯年 (兔年),二零二三年,九月二十八
2023-11-12,2023,4,11,12,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,316,星期日,Sunday,46,W46,2023W46,20231112,是,周末,二零二三年九月二十九 癸卯年 (兔年),二零二三年,九月二十九
2023-11-13,2023,4,11,13,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,317,星期一,Monday,47,W47,2023W47,20231113,否,工作日,二零二三年十月初一 癸卯年 (兔年),二零二三年,十月初一
2023-11-14,2023,4,11,14,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,318,星期二,Tuesday,47,W47,2023W47,20231114,否,工作日,二零二三年十月初二 癸卯年 (兔年),二零二三年,十月初二
2023-11-15,2023,4,11,15,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,319,星期三,Wednesday,47,W47,2023W47,20231115,否,工作日,二零二三年十月初三 癸卯年 (兔年),二零二三年,十月初三
2023-11-16,2023,4,11,16,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,320,星期四,Thursday,47,W47,2023W47,20231116,否,工作日,二零二三年十月初四 癸卯年 (兔年),二零二三年,十月初四
2023-11-17,2023,4,11,17,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,321,星期五,Friday,47,W47,2023W47,20231117,否,工作日,二零二三年十月初五 癸卯年 (兔年),二零二三年,十月初五
2023-11-18,2023,4,11,18,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,322,星期六,Saturday,47,W47,2023W47,20231118,是,周末,二零二三年十月初六 癸卯年 (兔年),二零二三年,十月初六
2023-11-19,2023,4,11,19,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,323,星期日,Sunday,47,W47,2023W47,20231119,是,周末,二零二三年十月初七 癸卯年 (兔年),二零二三年,十月初七
2023-11-20,2023,4,11,20,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,324,星期一,Monday,48,W48,2023W48,20231120,否,工作日,二零二三年十月初八 癸卯年 (兔年),二零二三年,十月初八
2023-11-21,2023,4,11,21,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,325,星期二,Tuesday,48,W48,2023W48,20231121,否,工作日,二零二三年十月初九 癸卯年 (兔年),二零二三年,十月初九
2023-11-22,2023,4,11,22,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,326,星期三,Wednesday,48,W48,2023W48,20231122,否,工作日,二零二三年十月初十 癸卯年 (兔年),二零二三年,十月初十
2023-11-23,2023,4,11,23,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,327,星期四,Thursday,48,W48,2023W48,20231123,否,工作日,二零二三年十月十一 癸卯年 (兔年),二零二三年,十月十一
2023-11-24,2023,4,11,24,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,328,星期五,Friday,48,W48,2023W48,20231124,否,工作日,二零二三年十月十二 癸卯年 (兔年),二零二三年,十月十二
2023-11-25,2023,4,11,25,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,329,星期六,Saturday,48,W48,2023W48,20231125,是,周末,二零二三年十月十三 癸卯年 (兔年),二零二三年,十月十三
2023-11-26,2023,4,11,26,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,330,星期日,Sunday,48,W48,2023W48,20231126,是,周末,二零二三年十月十四 癸卯年 (兔年),二零二三年,十月十四
2023-11-27,2023,4,11,27,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,331,星期一,Monday,49,W49,2023W49,20231127,否,工作日,二零二三年十月十五 癸卯年 (兔年),二零二三年,十月十五
2023-11-28,2023,4,11,28,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,332,星期二,Tuesday,49,W49,2023W49,20231128,否,工作日,二零二三年十月十六 癸卯年 (兔年),二零二三年,十月十六
2023-11-29,2023,4,11,29,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,333,星期三,Wednesday,49,W49,2023W49,20231129,否,工作日,二零二三年十月十七 癸卯年 (兔年),二零二三年,十月十七
2023-11-30,2023,4,11,30,Y2023,Q4,Y2023Q4,20234,十一月,November,202311,23,334,星期四,Thursday,49,W49,2023W49,20231130,否,工作日,二零二三年十月十八 癸卯年 (兔年),二零二三年,十月十八
2023-12-01,2023,4,12,1,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,335,星期五,Friday,49,W49,2023W49,20231201,否,工作日,二零二三年十月十九 癸卯年 (兔年),二零二三年,十月十九
2023-12-02,2023,4,12,2,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,336,星期六,Saturday,49,W49,2023W49,20231202,是,周末,二零二三年十月二十 癸卯年 (兔年),二零二三年,十月二十
2023-12-03,2023,4,12,3,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,337,星期日,Sunday,49,W49,2023W49,20231203,是,周末,二零二三年十月二十一 癸卯年 (兔年),二零二三年,十月二十一
2023-12-04,2023,4,12,4,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,338,星期一,Monday,50,W50,2023W50,20231204,否,工作日,二零二三年十月二十二 癸卯年 (兔年),二零二三年,十月二十二
2023-12-05,2023,4,12,5,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,339,星期二,Tuesday,50,W50,2023W50,20231205,否,工作日,二零二三年十月二十三 癸卯年 (兔年),二零二三年,十月二十三
2023-12-06,2023,4,12,6,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,340,星期三,Wednesday,50,W50,2023W50,20231206,否,工作日,二零二三年十月二十四 癸卯年 (兔年),二零二三年,十月二十四
2023-12-07,2023,4,12,7,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,341,星期四,Thursday,50,W50,2023W50,20231207,否,工作日,二零二三年十月二十五 癸卯年 (兔年),二零二三年,十月二十五
2023-12-08,2023,4,12,8,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,342,星期五,Friday,50,W50,2023W50,20231208,否,工作日,二零二三年十月二十六 癸卯年 (兔年),二零二三年,十月二十六
2023-12-09,2023,4,12,9,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,343,星期六,Saturday,50,W50,2023W50,20231209,是,周末,二零二三年十月二十七 癸卯年 (兔年),二零二三年,十月二十七
2023-12-10,2023,4,12,10,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,344,星期日,Sunday,50,W50,2023W50,20231210,是,周末,二零二三年十月二十八 癸卯年 (兔年),二零二三年,十月二十八
2023-12-11,2023,4,12,11,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,345,星期一,Monday,51,W51,2023W51,20231211,否,工作日,二零二三年十月二十九 癸卯年 (兔年),二零二三年,十月二十九
2023-12-12,2023,4,12,12,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,346,星期二,Tuesday,51,W51,2023W51,20231212,否,工作日,二零二三年十月三十 癸卯年 (兔年),二零二三年,十月三十
2023-12-13,2023,4,12,13,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,347,星期三,Wednesday,51,W51,2023W51,20231213,否,工作日,二零二三年十一月初一 癸卯年 (兔年),二零二三年,十一月初一
2023-12-14,2023,4,12,14,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,348,星期四,Thursday,51,W51,2023W51,20231214,否,工作日,二零二三年十一月初二 癸卯年 (兔年),二零二三年,十一月初二
2023-12-15,2023,4,12,15,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,349,星期五,Friday,51,W51,2023W51,20231215,否,工作日,二零二三年十一月初三 癸卯年 (兔年),二零二三年,十一月初三
2023-12-16,2023,4,12,16,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,350,星期六,Saturday,51,W51,2023W51,20231216,是,周末,二零二三年十一月初四 癸卯年 (兔年),二零二三年,十一月初四
2023-12-17,2023,4,12,17,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,351,星期日,Sunday,51,W51,2023W51,20231217,是,周末,二零二三年十一月初五 癸卯年 (兔年),二零二三年,十一月初五
2023-12-18,2023,4,12,18,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,352,星期一,Monday,52,W52,2023W52,20231218,否,工作日,二零二三年十一月初六 癸卯年 (兔年),二零二三年,十一月初六
2023-12-19,2023,4,12,19,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,353,星期二,Tuesday,52,W52,2023W52,20231219,否,工作日,二零二三年十一月初七 癸卯年 (兔年),二零二三年,十一月初七
2023-12-20,2023,4,12,20,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,354,星期三,Wednesday,52,W52,2023W52,20231220,否,工作日,二零二三年十一月初八 癸卯年 (兔年),二零二三年,十一月初八
2023-12-21,2023,4,12,21,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,355,星期四,Thursday,52,W52,2023W52,20231221,否,工作日,二零二三年十一月初九 癸卯年 (兔年),二零二三年,十一月初九
2023-12-22,2023,4,12,22,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,356,星期五,Friday,52,W52,2023W52,20231222,否,工作日,二零二三年十一月初十 癸卯年 (兔年),二零二三年,十一月初十
2023-12-23,2023,4,12,23,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,357,星期六,Saturday,52,W52,2023W52,20231223,是,周末,二零二三年十一月十一 癸卯年 (兔年),二零二三年,十一月十一
2023-12-24,2023,4,12,24,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,358,星期日,Sunday,52,W52,2023W52,20231224,是,周末,二零二三年十一月十二 癸卯年 (兔年),二零二三年,十一月十二
2023-12-25,2023,4,12,25,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,359,星期一,Monday,53,W53,2023W53,20231225,否,工作日,二零二三年十一月十三 癸卯年 (兔年),二零二三年,十一月十三
2023-12-26,2023,4,12,26,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,360,星期二,Tuesday,53,W53,2023W53,20231226,否,工作日,二零二三年十一月十四 癸卯年 (兔年),二零二三年,十一月十四
2023-12-27,2023,4,12,27,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,361,星期三,Wednesday,53,W53,2023W53,20231227,否,工作日,二零二三年十一月十五 癸卯年 (兔年),二零二三年,十一月十五
2023-12-28,2023,4,12,28,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,362,星期四,Thursday,53,W53,2023W53,20231228,否,工作日,二零二三年十一月十六 癸卯年 (兔年),二零二三年,十一月十六
2023-12-29,2023,4,12,29,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,363,星期五,Friday,53,W53,2023W53,20231229,否,工作日,二零二三年十一月十七 癸卯年 (兔年),二零二三年,十一月十七
2023-12-30,2023,4,12,30,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,364,星期六,Saturday,53,W53,2023W53,20231230,是,周末,二零二三年十一月十八 癸卯年 (兔年),二零二三年,十一月十八
2023-12-31,2023,4,12,31,Y2023,Q4,Y2023Q4,20234,十二月,December,202312,24,365,星期日,Sunday,53,W53,2023W53,20231231,是,周末,二零二三年十一月十九 癸卯年 (兔年),二零二三年,十一月十九
2024-01-01,2024,1,1,1,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,1,星期一,Monday,1,W1,2024W1,20240101,是,元旦,二零二三年十一月二十 癸卯年 (兔年),二零二三年,十一月二十
2024-01-02,2024,1,1,2,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,2,星期二,Tuesday,1,W1,2024W1,20240102,否,工作日,二零二三年十一月二十一 癸卯年 (兔年),二零二三年,十一月二十一
2024-01-03,2024,1,1,3,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,3,星期三,Wednesday,1,W1,2024W1,20240103,否,工作日,二零二三年十一月二十二 癸卯年 (兔年),二零二三年,十一月二十二
2024-01-04,2024,1,1,4,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,4,星期四,Thursday,1,W1,2024W1,20240104,否,工作日,二零二三年十一月二十三 癸卯年 (兔年),二零二三年,十一月二十三
2024-01-05,2024,1,1,5,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,5,星期五,Friday,1,W1,2024W1,20240105,否,工作日,二零二三年十一月二十四 癸卯年 (兔年),二零二三年,十一月二十四
2024-01-06,2024,1,1,6,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,6,星期六,Saturday,1,W1,2024W1,20240106,是,周末,二零二三年十一月二十五 癸卯年 (兔年),二零二三年,十一月二十五
2024-01-07,2024,1,1,7,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,7,星期日,Sunday,1,W1,2024W1,20240107,是,周末,二零二三年十一月二十六 癸卯年 (兔年),二零二三年,十一月二十六
2024-01-08,2024,1,1,8,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,8,星期一,Monday,2,W2,2024W2,20240108,否,工作日,二零二三年十一月二十七 癸卯年 (兔年),二零二三年,十一月二十七
2024-01-09,2024,1,1,9,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,9,星期二,Tuesday,2,W2,2024W2,20240109,否,工作日,二零二三年十一月二十八 癸卯年 (兔年),二零二三年,十一月二十八
2024-01-10,2024,1,1,10,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,10,星期三,Wednesday,2,W2,2024W2,20240110,否,工作日,二零二三年十一月二十九 癸卯年 (兔年),二零二三年,十一月二十九
2024-01-11,2024,1,1,11,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,11,星期四,Thursday,2,W2,2024W2,20240111,否,工作日,二零二三年腊月初一 癸卯年 (兔年),二零二三年,腊月初一
2024-01-12,2024,1,1,12,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,12,星期五,Friday,2,W2,2024W2,20240112,否,工作日,二零二三年腊月初二 癸卯年 (兔年),二零二三年,腊月初二
2024-01-13,2024,1,1,13,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,13,星期六,Saturday,2,W2,2024W2,20240113,是,周末,二零二三年腊月初三 癸卯年 (兔年),二零二三年,腊月初三
2024-01-14,2024,1,1,14,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,14,星期日,Sunday,2,W2,2024W2,20240114,是,周末,二零二三年腊月初四 癸卯年 (兔年),二零二三年,腊月初四
2024-01-15,2024,1,1,15,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,15,星期一,Monday,3,W3,2024W3,20240115,否,工作日,二零二三年腊月初五 癸卯年 (兔年),二零二三年,腊月初五
2024-01-16,2024,1,1,16,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,16,星期二,Tuesday,3,W3,2024W3,20240116,否,工作日,二零二三年腊月初六 癸卯年 (兔年),二零二三年,腊月初六
2024-01-17,2024,1,1,17,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,17,星期三,Wednesday,3,W3,2024W3,20240117,否,工作日,二零二三年腊月初七 癸卯年 (兔年),二零二三年,腊月初七
2024-01-18,2024,1,1,18,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,18,星期四,Thursday,3,W3,2024W3,20240118,否,工作日,二零二三年腊月初八 癸卯年 (兔年),二零二三年,腊月初八
2024-01-19,2024,1,1,19,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,19,星期五,Friday,3,W3,2024W3,20240119,否,工作日,二零二三年腊月初九 癸卯年 (兔年),二零二三年,腊月初九
2024-01-20,2024,1,1,20,Y2024,Q1,Y2024Q1,20241,一月,January,202401,25,20,星期六,Saturday,3,W3,2024W3,20240120,是,周末,二零二三年腊月初十 癸卯年 (兔年),二零二三年,腊月初十
